Nomascus_leucogenys_ENSNLEP00000008947,402.428,APR1
Gorilla_gorilla_ENSGGOP00000033442,352.767,APR1
Sarcophilus_harrisii_ENSSHAP00000015521,388.012,APR1
Dasypus_novemcinctus_ENSDNOP00000015747,327.071,APR1
Callithrix_jacchus_ENSCJAP00000023173,352.767,APR1
Cercocebus_atys_ENSCATP00000044852,561.969,APR1
Physeter_catodon_ENSPCTP00005026118,452.502,APR1
Vulpes_vulpes_ENSVVUP00000034996,352.767,APR1
Panthera_pardus_ENSPPRP00000001916,561.94,APR1
Capra_hircus_blackbengal_ENSCHIP00010011233,452.618,APR1
Urocitellus_parryii_ENSUPAP00010007066,353.553,APR1
Oryctolagus_cuniculus_ENSOCUP00000009241,452.502,APR1
Mus_musculus_ENSMUSP00000034588,99.81,APR1
Bos_taurus_ENSBTAP00000002914,452.618,APR1
Procavia_capensis_ENSPCAP00000001437,530.111,APR1
Camelus_dromedarius_ENSCDRP00005025823,562.09,APR1
Heterocephalus_glaber_female_ENSHGLP00000027468,400.695,APR1
Catagonus_wagneri_ENSCWAP00000005209,452.502,APR1
Marmota_marmota_marmota_ENSMMMP00000026221,353.553,APR1
Rattus_norvegicus_ENSRNOP00000065206,452.502,APR1
Balaenoptera_musculus_ENSBMSP00010006480,452.502,APR1
Monodon_monoceros_ENSMMNP00015023340,452.502,APR1
Ictidomys_tridecemlineatus_ENSSTOP00000002077,353.553,APR1
Cebus_capucinus_ENSCCAP00000013613,352.767,APR1
Nannospalax_galili_ENSNGAP00000019853,452.502,APR1
Spermophilus_dauricus_ENSSDAP00000014821,353.553,APR1
Monodelphis_domestica_ENSMODP00000059859,396.912,APR1
Octodon_degus_ENSODEP00000012142,452.502,APR1
Ochotona_princeps_ENSOPRP00000016294,452.502,APR1
Rhinolophus_ferrumequinum_ENSRFEP00010013048,235.717,APR1
Mus_spretus_MGP_SPRETEiJ_P0091280,99.81,APR1
Fukomys_damarensis_ENSFDAP00000018576,134.291,APR1
Peromyscus_maniculatus_bairdii_ENSPEMP00000011287,452.502,APR1
Carlito_syrichta_ENSTSYP00000021888,352.767,APR1
Microtus_ochrogaster_ENSMOCP00000019788,452.502,APR1
Mus_caroli_MGP_CAROLIEiJ_P0087687,99.81,APR1
Ursus_americanus_ENSUAMP00000025573,352.767,APR1
Sciurus_vulgaris_ENSSVLP00005028052,353.553,APR1
Chinchilla_lanigera_ENSCLAP00000016837,452.502,APR1
Zalophus_californianus_ENSZCAP00015033404,352.767,APR1
Otolemur_garnettii_ENSOGAP00000020480,352.767,APR1
Equus_asinus_asinus_ENSEASP00005009167,352.767,APR1
Cavia_aperea_ENSCAPP00000008812,0,APR1
Rhinopithecus_roxellana_ENSRROP00000041818,561.969,APR1
Meriones_unguiculatus_ENSMUGP00000015766,452.502,APR1
Microcebus_murinus_ENSMICP00000036936,352.767,APR1
Mesocricetus_auratus_ENSMAUP00000019954,452.502,APR1
Castor_canadensis_ENSCCNP00000017901,350.057,APR1
Bison_bison_bison_ENSBBBP00000016449,452.618,APR1
Ursus_thibetanus_thibetanus_ENSUTTP00000020530,352.767,APR1
Ursus_maritimus_ENSUMAP00000004530,352.767,APR1
Sus_scrofa_ENSSSCP00000033805,452.502,APR1
Vombatus_ursinus_ENSVURP00010032044,111.45,APR1
Prolemur_simus_ENSPSMP00000000253,561.94,APR1
Propithecus_coquereli_ENSPCOP00000003211,352.767,APR1
Felis_catus_ENSFCAP00000016102,561.94,APR1
Jaculus_jaculus_ENSJJAP00000010024,452.502,APR1
Cricetulus_griseus_picr_ENSCGRP00015025344,452.502,APR1
Saimiri_boliviensis_boliviensis_ENSSBOP00000022311,352.767,APR1
Mustela_putorius_furo_ENSMPUP00000004184,352.767,APR1
Mus_pahari_MGP_PahariEiJ_P0023342,452.502,APR1
Aotus_nancymaae_ENSANAP00000033484,352.767,APR1
Dipodomys_ordii_ENSDORP00000011659,3.75836,APR1
Cervus_hanglu_yarkandensis_ENSCHYP00000004610,452.618,APR1
Clupea_harengus_ENSCHAP00000057455,293.593,APR1
Clupea_harengus_ENSCHAP00000046001,528.17,APR1
Carassius_auratus_ENSCARP00000021251,4.73995,APR1
Carassius_auratus_ENSCARP00000066237,498.468,APR1
Carassius_auratus_ENSCARP00000102500,474.572,APR1
Carassius_auratus_ENSCARP00000018873,10.4677,APR1
Danio_rerio_ENSDARP00000151245,10.4677,APR1
Danio_rerio_ENSDARP00000025613,248.373,APR1
Cyprinus_carpio_huanghe_ENSCCRP00015065980,498.468,APR1
Cyprinus_carpio_huanghe_ENSCCRP00015053473,10.4677,APR1
Cyprinus_carpio_huanghe_ENSCCRP00015007128,4.73995,APR1
Cyprinus_carpio_ENSCCRP00000031218,4.73995,APR1
Cyprinus_carpio_ENSCCRP00000018806,4.73995,APR1
Cyprinus_carpio_ENSCCRP00000078978,498.468,APR1
Astyanax_mexicanus_ENSAMXP00000042134,503.104,APR1
Astyanax_mexicanus_ENSAMXP00000053269,248.373,APR1
Cyprinus_carpio_germanmirror_ENSCCRP00010029686,4.73995,APR1
Cyprinus_carpio_germanmirror_ENSCCRP00010106953,4.73995,APR1
Ictalurus_punctatus_ENSIPUP00000010831,421.191,APR1
Ictalurus_punctatus_ENSIPUP00000010907,430.494,APR1
Ictalurus_punctatus_ENSIPUP00000028731,263.08,APR1
Esox_lucius_ENSELUP00000079905,260.959,APR1
Esox_lucius_ENSELUP00000045385,399.858,APR1
Oncorhynchus_mykiss_ENSOMYP00000103330,91.568,APR1
Xiphophorus_maculatus_ENSXMAP00000002883,0,APR1
Poecilia_reticulata_ENSPREP00000010904,0,APR1
Oreochromis_niloticus_ENSONIP00000021009,0,APR1
Lates_calcarifer_ENSLCAP00010028090,0,APR1
Oryzias_latipes_ENSORLP00000019715,0,APR1
Sparus_aurata_ENSSAUP00010000280,0,APR1
Chrysemys_picta_bellii_ENSCPBP00000028773,73.0735,APR1
Crocodylus_porosus_ENSCPRP00005000967,16.2167,APR1
Sphenodon_punctatus_ENSSPUP00000007265,6.05942,APR1
Xenopus_tropicalis_ENSXETP00000008146,0,APR1
Dromaius_novaehollandiae_ENSDNVP00000014880,0,APR1
Apteryx_haastii_ENSAHAP00000003827,0,APR1
Anas_platyrhynchos_ENSAPLP00020022679,0,APR1
